Province,Date,Sex,Age,Cummulative number of people (Vaccinedose1)
Nunavut,7/31/2021,Unknown,40–49,0
Nunavut,7/31/2021,Unknown,50–59,0
Nunavut,7/31/2021,Unknown,60–69,0
Nunavut,7/31/2021,Unknown,70–79,0
Nunavut,7/31/2021,Unknown,80+,0
Nunavut,7/31/2021,Unknown,All ages,132
Nunavut,7/31/2021,Unknown,Not reported,0
Nunavut,7/31/2021,Unknown,Unknown,132
Nunavut,7/31/2021,Not reported,0–4,0
Nunavut,7/31/2021,Not reported,05–11,0
Nunavut,7/31/2021,Not reported,12–17,0
Nunavut,7/31/2021,Not reported,18–29,0
Nunavut,7/31/2021,Not reported,30–39,0
Nunavut,7/31/2021,Not reported,40–49,0
Nunavut,7/31/2021,Not reported,50–59,0
Nunavut,7/31/2021,Not reported,60–69,0
Nunavut,7/31/2021,Not reported,70–79,0
Nunavut,7/31/2021,Not reported,80+,0
Nunavut,7/31/2021,Not reported,All ages,0
Nunavut,7/31/2021,Not reported,Not reported,0
Nunavut,7/31/2021,Not reported,Unknown,0
Canada,8/7/2021,All sexes,0–4,219
Canada,8/7/2021,All sexes,05–11,10441
Canada,8/7/2021,All sexes,12–17,1817487
Canada,8/7/2021,All sexes,18–29,4277643
Canada,8/7/2021,All sexes,30–39,3964522
Canada,8/7/2021,All sexes,40–49,3912773
Canada,8/7/2021,All sexes,50–59,4336708
Canada,8/7/2021,All sexes,60–69,4301601
Canada,8/7/2021,All sexes,70–79,2870748
Canada,8/7/2021,All sexes,80+,1586411
Canada,8/7/2021,All sexes,All ages,27117595
Canada,8/7/2021,All sexes,Not reported,0
Canada,8/7/2021,All sexes,Unknown,39042
Canada,8/7/2021,f,0–4,97
Canada,8/7/2021,f,05–11,5109
Canada,8/7/2021,f,12–17,898191
Canada,8/7/2021,f,18–29,2152213
Canada,8/7/2021,f,30–39,2024237
Canada,8/7/2021,f,40–49,2019470
Canada,8/7/2021,f,50–59,2221629
Canada,8/7/2021,f,60–69,2215406
Canada,8/7/2021,f,70–79,1509693
Canada,8/7/2021,f,80+,938682
Canada,8/7/2021,f,All ages,13994916
Canada,8/7/2021,f,Not reported,0
Canada,8/7/2021,f,Unknown,10189
Canada,8/7/2021,m,0–4,122
Canada,8/7/2021,m,05–11,5326
Canada,8/7/2021,m,12–17,917195
Canada,8/7/2021,m,18–29,2116753
Canada,8/7/2021,m,30–39,1935025
Canada,8/7/2021,m,40–49,1889665
Canada,8/7/2021,m,50–59,2111740
Canada,8/7/2021,m,60–69,2083696
Canada,8/7/2021,m,70–79,1359425
Canada,8/7/2021,m,80+,644706
Canada,8/7/2021,m,All ages,13074150
Canada,8/7/2021,m,Not reported,0
Canada,8/7/2021,m,Unknown,10497
Canada,8/7/2021,Other,0–4,0
Canada,8/7/2021,Other,05–11,1
Canada,8/7/2021,Other,12–17,3
Canada,8/7/2021,Other,18–29,40
Canada,8/7/2021,Other,30–39,18
Canada,8/7/2021,Other,40–49,8
Canada,8/7/2021,Other,50–59,2
Canada,8/7/2021,Other,60–69,3
Canada,8/7/2021,Other,70–79,0
Canada,8/7/2021,Other,80+,0
Canada,8/7/2021,Other,All ages,75
Canada,8/7/2021,Other,Not reported,0
Canada,8/7/2021,Other,Unknown,0
Canada,8/7/2021,Unknown,0–4,0
Canada,8/7/2021,Unknown,05–11,5
Canada,8/7/2021,Unknown,12–17,2098
Canada,8/7/2021,Unknown,18–29,8637
Canada,8/7/2021,Unknown,30–39,5242
Canada,8/7/2021,Unknown,40–49,3630
Canada,8/7/2021,Unknown,50–59,3337
Canada,8/7/2021,Unknown,60–69,2496
Canada,8/7/2021,Unknown,70–79,1630
Canada,8/7/2021,Unknown,80+,3023
Canada,8/7/2021,Unknown,All ages,48454
Canada,8/7/2021,Unknown,Not reported,0
Canada,8/7/2021,Unknown,Unknown,18356
Canada,8/7/2021,Not reported,0–4,0
Canada,8/7/2021,Not reported,05–11,0
Canada,8/7/2021,Not reported,12–17,0
Canada,8/7/2021,Not reported,18–29,0
Canada,8/7/2021,Not reported,30–39,0
Canada,8/7/2021,Not reported,40–49,0
Canada,8/7/2021,Not reported,50–59,0
Canada,8/7/2021,Not reported,60–69,0
Canada,8/7/2021,Not reported,70–79,0
Canada,8/7/2021,Not reported,80+,0
Canada,8/7/2021,Not reported,All ages,0
Canada,8/7/2021,Not reported,Not reported,0
Canada,8/7/2021,Not reported,Unknown,0
Newfoundland and Labrador,8/7/2021,All sexes,0–4,0
Newfoundland and Labrador,8/7/2021,All sexes,05–11,17
Newfoundland and Labrador,8/7/2021,All sexes,12–17,25046
Newfoundland and Labrador,8/7/2021,All sexes,18–29,50509
Newfoundland and Labrador,8/7/2021,All sexes,30–39,47263
Newfoundland and Labrador,8/7/2021,All sexes,40–49,56835
Newfoundland and Labrador,8/7/2021,All sexes,50–59,72699
Newfoundland and Labrador,8/7/2021,All sexes,60–69,76557
Newfoundland and Labrador,8/7/2021,All sexes,70–79,53989
Newfoundland and Labrador,8/7/2021,All sexes,80+,22579
Newfoundland and Labrador,8/7/2021,All sexes,All ages,407370
Newfoundland and Labrador,8/7/2021,All sexes,Not reported,0
Newfoundland and Labrador,8/7/2021,All sexes,Unknown,1876
Newfoundland and Labrador,8/7/2021,f,0–4,0
Newfoundland and Labrador,8/7/2021,f,05–11,11
Newfoundland and Labrador,8/7/2021,f,12–17,12315
Newfoundland and Labrador,8/7/2021,f,18–29,25676
Newfoundland and Labrador,8/7/2021,f,30–39,24912
Newfoundland and Labrador,8/7/2021,f,40–49,30013
Newfoundland and Labrador,8/7/2021,f,50–59,37821
Newfoundland and Labrador,8/7/2021,f,60–69,39320
Newfoundland and Labrador,8/7/2021,f,70–79,28011
Newfoundland and Labrador,8/7/2021,f,80+,13046
Newfoundland and Labrador,8/7/2021,f,All ages,212142
Newfoundland and Labrador,8/7/2021,f,Not reported,0
Newfoundland and Labrador,8/7/2021,f,Unknown,1017
Newfoundland and Labrador,8/7/2021,m,0–4,0
Newfoundland and Labrador,8/7/2021,m,05–11,6
Newfoundland and Labrador,8/7/2021,m,12–17,12625
Newfoundland and Labrador,8/7/2021,m,18–29,24595
Newfoundland and Labrador,8/7/2021,m,30–39,22188
Newfoundland and Labrador,8/7/2021,m,40–49,26697
Newfoundland and Labrador,8/7/2021,m,50–59,34723
Newfoundland and Labrador,8/7/2021,m,60–69,37096
Newfoundland and Labrador,8/7/2021,m,70–79,25894
Newfoundland and Labrador,8/7/2021,m,80+,9416
Newfoundland and Labrador,8/7/2021,m,All ages,194096
Newfoundland and Labrador,8/7/2021,m,Not reported,0
Newfoundland and Labrador,8/7/2021,m,Unknown,856
Newfoundland and Labrador,8/7/2021,Other,0–4,0
Newfoundland and Labrador,8/7/2021,Other,05–11,0
Newfoundland and Labrador,8/7/2021,Other,12–17,0
Newfoundland and Labrador,8/7/2021,Other,18–29,0
Newfoundland and Labrador,8/7/2021,Other,30–39,0
Newfoundland and Labrador,8/7/2021,Other,40–49,0
Newfoundland and Labrador,8/7/2021,Other,50–59,0
Newfoundland and Labrador,8/7/2021,Other,60–69,0
Newfoundland and Labrador,8/7/2021,Other,70–79,0
Newfoundland and Labrador,8/7/2021,Other,80+,0
Newfoundland and Labrador,8/7/2021,Other,All ages,0
Newfoundland and Labrador,8/7/2021,Other,Not reported,0
Newfoundland and Labrador,8/7/2021,Other,Unknown,0
Newfoundland and Labrador,8/7/2021,Unknown,0–4,0
Newfoundland and Labrador,8/7/2021,Unknown,05–11,0
Newfoundland and Labrador,8/7/2021,Unknown,12–17,106
Newfoundland and Labrador,8/7/2021,Unknown,18–29,238
Newfoundland and Labrador,8/7/2021,Unknown,30–39,163
Newfoundland and Labrador,8/7/2021,Unknown,40–49,125
Newfoundland and Labrador,8/7/2021,Unknown,50–59,155
Newfoundland and Labrador,8/7/2021,Unknown,60–69,141
Newfoundland and Labrador,8/7/2021,Unknown,70–79,84
Newfoundland and Labrador,8/7/2021,Unknown,80+,117
Newfoundland and Labrador,8/7/2021,Unknown,All ages,1132
Newfoundland and Labrador,8/7/2021,Unknown,Not reported,0
Newfoundland and Labrador,8/7/2021,Unknown,Unknown,3
Newfoundland and Labrador,8/7/2021,Not reported,0–4,0
Newfoundland and Labrador,8/7/2021,Not reported,05–11,0
Newfoundland and Labrador,8/7/2021,Not reported,12–17,0
Newfoundland and Labrador,8/7/2021,Not reported,18–29,0
Newfoundland and Labrador,8/7/2021,Not reported,30–39,0
Newfoundland and Labrador,8/7/2021,Not reported,40–49,0
Newfoundland and Labrador,8/7/2021,Not reported,50–59,0
Newfoundland and Labrador,8/7/2021,Not reported,60–69,0
Newfoundland and Labrador,8/7/2021,Not reported,70–79,0
Newfoundland and Labrador,8/7/2021,Not reported,80+,0
Newfoundland and Labrador,8/7/2021,Not reported,All ages,0
Newfoundland and Labrador,8/7/2021,Not reported,Not reported,0
Newfoundland and Labrador,8/7/2021,Not reported,Unknown,0
Prince Edward Island,8/7/2021,All sexes,0–4,0
Prince Edward Island,8/7/2021,All sexes,05–11,0
Prince Edward Island,8/7/2021,All sexes,12–17,8775
Prince Edward Island,8/7/2021,All sexes,18–29,20899
Prince Edward Island,8/7/2021,All sexes,30–39,15829
Prince Edward Island,8/7/2021,All sexes,40–49,17034
Prince Edward Island,8/7/2021,All sexes,50–59,20269
Prince Edward Island,8/7/2021,All sexes,60–69,21034
Prince Edward Island,8/7/2021,All sexes,70–79,14555
Prince Edward Island,8/7/2021,All sexes,80+,7129
Prince Edward Island,8/7/2021,All sexes,All ages,125660
Prince Edward Island,8/7/2021,All sexes,Not reported,0
Prince Edward Island,8/7/2021,All sexes,Unknown,136
Prince Edward Island,8/7/2021,f,0–4,0
Prince Edward Island,8/7/2021,f,05–11,0
Prince Edward Island,8/7/2021,f,12–17,4404
Prince Edward Island,8/7/2021,f,18–29,10333
Prince Edward Island,8/7/2021,f,30–39,8276
Prince Edward Island,8/7/2021,f,40–49,8981
Prince Edward Island,8/7/2021,f,50–59,10536
Prince Edward Island,8/7/2021,f,60–69,10952
Prince Edward Island,8/7/2021,f,70–79,7639
Prince Edward Island,8/7/2021,f,80+,4288
Prince Edward Island,8/7/2021,f,All ages,65409
Prince Edward Island,8/7/2021,f,Not reported,0
Prince Edward Island,8/7/2021,f,Unknown,0
Prince Edward Island,8/7/2021,m,0–4,0
Prince Edward Island,8/7/2021,m,05–11,0
Prince Edward Island,8/7/2021,m,12–17,4361
Prince Edward Island,8/7/2021,m,18–29,10445
Prince Edward Island,8/7/2021,m,30–39,7503
Prince Edward Island,8/7/2021,m,40–49,8015
Prince Edward Island,8/7/2021,m,50–59,9687
Prince Edward Island,8/7/2021,m,60–69,10058
Prince Edward Island,8/7/2021,m,70–79,6902
Prince Edward Island,8/7/2021,m,80+,2841
Prince Edward Island,8/7/2021,m,All ages,59812
Prince Edward Island,8/7/2021,m,Not reported,0
Prince Edward Island,8/7/2021,m,Unknown,0
Prince Edward Island,8/7/2021,Other,0–4,0
Prince Edward Island,8/7/2021,Other,05–11,0
Prince Edward Island,8/7/2021,Other,12–17,0
Prince Edward Island,8/7/2021,Other,18–29,0
Prince Edward Island,8/7/2021,Other,30–39,0
Prince Edward Island,8/7/2021,Other,40–49,0
Prince Edward Island,8/7/2021,Other,50–59,0
Prince Edward Island,8/7/2021,Other,60–69,0
Prince Edward Island,8/7/2021,Other,70–79,0
Prince Edward Island,8/7/2021,Other,80+,0
Prince Edward Island,8/7/2021,Other,All ages,0
Prince Edward Island,8/7/2021,Other,Not reported,0
Prince Edward Island,8/7/2021,Other,Unknown,0
Prince Edward Island,8/7/2021,Unknown,0–4,0
Prince Edward Island,8/7/2021,Unknown,05–11,0
Prince Edward Island,8/7/2021,Unknown,12–17,10
Prince Edward Island,8/7/2021,Unknown,18–29,121
Prince Edward Island,8/7/2021,Unknown,30–39,50
Prince Edward Island,8/7/2021,Unknown,40–49,38
Prince Edward Island,8/7/2021,Unknown,50–59,46
Prince Edward Island,8/7/2021,Unknown,60–69,24
Prince Edward Island,8/7/2021,Unknown,70–79,14
Prince Edward Island,8/7/2021,Unknown,80+,0
Prince Edward Island,8/7/2021,Unknown,All ages,439
Prince Edward Island,8/7/2021,Unknown,Not reported,0
Prince Edward Island,8/7/2021,Unknown,Unknown,136
Prince Edward Island,8/7/2021,Not reported,0–4,0
Prince Edward Island,8/7/2021,Not reported,05–11,0
Prince Edward Island,8/7/2021,Not reported,12–17,0
Prince Edward Island,8/7/2021,Not reported,18–29,0
Prince Edward Island,8/7/2021,Not reported,30–39,0
Prince Edward Island,8/7/2021,Not reported,40–49,0
Prince Edward Island,8/7/2021,Not reported,50–59,0
Prince Edward Island,8/7/2021,Not reported,60–69,0
Prince Edward Island,8/7/2021,Not reported,70–79,0
Prince Edward Island,8/7/2021,Not reported,80+,0
Prince Edward Island,8/7/2021,Not reported,All ages,0
Prince Edward Island,8/7/2021,Not reported,Not reported,0
Prince Edward Island,8/7/2021,Not reported,Unknown,0
Nova Scotia,8/7/2021,All sexes,0–4,2
Nova Scotia,8/7/2021,All sexes,05–11,0
Nova Scotia,8/7/2021,All sexes,12–17,44606
Nova Scotia,8/7/2021,All sexes,18–29,105850
Nova Scotia,8/7/2021,All sexes,30–39,94553
Nova Scotia,8/7/2021,All sexes,40–49,99316
Nova Scotia,8/7/2021,All sexes,50–59,125971
Nova Scotia,8/7/2021,All sexes,60–69,134610
Nova Scotia,8/7/2021,All sexes,70–79,93070
Nova Scotia,8/7/2021,All sexes,80+,46118
Nova Scotia,8/7/2021,All sexes,All ages,744097
Nova Scotia,8/7/2021,All sexes,Not reported,0
Nova Scotia,8/7/2021,All sexes,Unknown,1
Nova Scotia,8/7/2021,f,0–4,2
Nova Scotia,8/7/2021,f,05–11,0
Nova Scotia,8/7/2021,f,12–17,22116
Nova Scotia,8/7/2021,f,18–29,54742
Nova Scotia,8/7/2021,f,30–39,50103
Nova Scotia,8/7/2021,f,40–49,53022
Nova Scotia,8/7/2021,f,50–59,66171
Nova Scotia,8/7/2021,f,60–69,70049
Nova Scotia,8/7/2021,f,70–79,48965
Nova Scotia,8/7/2021,f,80+,27526
Nova Scotia,8/7/2021,f,All ages,392696
Nova Scotia,8/7/2021,f,Not reported,0
Nova Scotia,8/7/2021,f,Unknown,0
Nova Scotia,8/7/2021,m,0–4,0
Nova Scotia,8/7/2021,m,05–11,0
Nova Scotia,8/7/2021,m,12–17,22489
Nova Scotia,8/7/2021,m,18–29,51103
Nova Scotia,8/7/2021,m,30–39,44446
Nova Scotia,8/7/2021,m,40–49,46287
Nova Scotia,8/7/2021,m,50–59,59793
Nova Scotia,8/7/2021,m,60–69,64559
Nova Scotia,8/7/2021,m,70–79,44105
Nova Scotia,8/7/2021,m,80+,18592
Nova Scotia,8/7/2021,m,All ages,351374
Nova Scotia,8/7/2021,m,Not reported,0
Nova Scotia,8/7/2021,m,Unknown,0
Nova Scotia,8/7/2021,Other,0–4,0
Nova Scotia,8/7/2021,Other,05–11,0
Nova Scotia,8/7/2021,Other,12–17,0
Nova Scotia,8/7/2021,Other,18–29,0
Nova Scotia,8/7/2021,Other,30–39,0
Nova Scotia,8/7/2021,Other,40–49,0
Nova Scotia,8/7/2021,Other,50–59,0
Nova Scotia,8/7/2021,Other,60–69,0
Nova Scotia,8/7/2021,Other,70–79,0
Nova Scotia,8/7/2021,Other,80+,0
Nova Scotia,8/7/2021,Other,All ages,0
Nova Scotia,8/7/2021,Other,Not reported,0
Nova Scotia,8/7/2021,Other,Unknown,0
Nova Scotia,8/7/2021,Unknown,0–4,0
Nova Scotia,8/7/2021,Unknown,05–11,0
Nova Scotia,8/7/2021,Unknown,12–17,1
Nova Scotia,8/7/2021,Unknown,18–29,5
Nova Scotia,8/7/2021,Unknown,30–39,4
Nova Scotia,8/7/2021,Unknown,40–49,7
Nova Scotia,8/7/2021,Unknown,50–59,7
Nova Scotia,8/7/2021,Unknown,60–69,2
Nova Scotia,8/7/2021,Unknown,70–79,0
Nova Scotia,8/7/2021,Unknown,80+,0
Nova Scotia,8/7/2021,Unknown,All ages,27
Nova Scotia,8/7/2021,Unknown,Not reported,0
Nova Scotia,8/7/2021,Unknown,Unknown,1
Nova Scotia,8/7/2021,Not reported,0–4,0
Nova Scotia,8/7/2021,Not reported,05–11,0
Nova Scotia,8/7/2021,Not reported,12–17,0
Nova Scotia,8/7/2021,Not reported,18–29,0
Nova Scotia,8/7/2021,Not reported,30–39,0
Nova Scotia,8/7/2021,Not reported,40–49,0
Nova Scotia,8/7/2021,Not reported,50–59,0
Nova Scotia,8/7/2021,Not reported,60–69,0
Nova Scotia,8/7/2021,Not reported,70–79,0
Nova Scotia,8/7/2021,Not reported,80+,0
Nova Scotia,8/7/2021,Not reported,All ages,0
Nova Scotia,8/7/2021,Not reported,Not reported,0
Nova Scotia,8/7/2021,Not reported,Unknown,0
New Brunswick,8/7/2021,All sexes,0–4,0
New Brunswick,8/7/2021,All sexes,05–11,5
New Brunswick,8/7/2021,All sexes,12–17,35297
New Brunswick,8/7/2021,All sexes,18–29,74058
New Brunswick,8/7/2021,All sexes,30–39,65969
New Brunswick,8/7/2021,All sexes,40–49,78842
New Brunswick,8/7/2021,All sexes,50–59,98375
New Brunswick,8/7/2021,All sexes,60–69,106584
New Brunswick,8/7/2021,All sexes,70–79,74069
New Brunswick,8/7/2021,All sexes,80+,36011
New Brunswick,8/7/2021,All sexes,All ages,569327
New Brunswick,8/7/2021,All sexes,Not reported,0
New Brunswick,8/7/2021,All sexes,Unknown,117
New Brunswick,8/7/2021,f,0–4,0
New Brunswick,8/7/2021,f,05–11,0
New Brunswick,8/7/2021,f,12–17,17727
New Brunswick,8/7/2021,f,18–29,37906
New Brunswick,8/7/2021,f,30–39,34813
New Brunswick,8/7/2021,f,40–49,41808
New Brunswick,8/7/2021,f,50–59,50935
New Brunswick,8/7/2021,f,60–69,54968
New Brunswick,8/7/2021,f,70–79,38425
New Brunswick,8/7/2021,f,80+,21331
New Brunswick,8/7/2021,f,All ages,297913
New Brunswick,8/7/2021,f,Not reported,0
New Brunswick,8/7/2021,f,Unknown,0
New Brunswick,8/7/2021,m,0–4,0
New Brunswick,8/7/2021,m,05–11,5
New Brunswick,8/7/2021,m,12–17,17537
New Brunswick,8/7/2021,m,18–29,36095
New Brunswick,8/7/2021,m,30–39,31139
New Brunswick,8/7/2021,m,40–49,37018
New Brunswick,8/7/2021,m,50–59,47435
New Brunswick,8/7/2021,m,60–69,51609
New Brunswick,8/7/2021,m,70–79,35638
New Brunswick,8/7/2021,m,80+,14674
New Brunswick,8/7/2021,m,All ages,271150
New Brunswick,8/7/2021,m,Not reported,0
New Brunswick,8/7/2021,m,Unknown,0
New Brunswick,8/7/2021,Other,0–4,0
New Brunswick,8/7/2021,Other,05–11,0
New Brunswick,8/7/2021,Other,12–17,0
New Brunswick,8/7/2021,Other,18–29,0
New Brunswick,8/7/2021,Other,30–39,0
New Brunswick,8/7/2021,Other,40–49,0
New Brunswick,8/7/2021,Other,50–59,0
New Brunswick,8/7/2021,Other,60–69,0
New Brunswick,8/7/2021,Other,70–79,0
New Brunswick,8/7/2021,Other,80+,0
New Brunswick,8/7/2021,Other,All ages,0
New Brunswick,8/7/2021,Other,Not reported,0
New Brunswick,8/7/2021,Other,Unknown,0
New Brunswick,8/7/2021,Unknown,0–4,0
New Brunswick,8/7/2021,Unknown,05–11,0
New Brunswick,8/7/2021,Unknown,12–17,33
New Brunswick,8/7/2021,Unknown,18–29,57
New Brunswick,8/7/2021,Unknown,30–39,17
New Brunswick,8/7/2021,Unknown,40–49,16
New Brunswick,8/7/2021,Unknown,50–59,5
New Brunswick,8/7/2021,Unknown,60–69,7
New Brunswick,8/7/2021,Unknown,70–79,6
New Brunswick,8/7/2021,Unknown,80+,6
New Brunswick,8/7/2021,Unknown,All ages,264
New Brunswick,8/7/2021,Unknown,Not reported,0
New Brunswick,8/7/2021,Unknown,Unknown,117
New Brunswick,8/7/2021,Not reported,0–4,0
New Brunswick,8/7/2021,Not reported,05–11,0
New Brunswick,8/7/2021,Not reported,12–17,0
New Brunswick,8/7/2021,Not reported,18–29,0
New Brunswick,8/7/2021,Not reported,30–39,0
New Brunswick,8/7/2021,Not reported,40–49,0
New Brunswick,8/7/2021,Not reported,50–59,0
New Brunswick,8/7/2021,Not reported,60–69,0
New Brunswick,8/7/2021,Not reported,70–79,0
New Brunswick,8/7/2021,Not reported,80+,0
New Brunswick,8/7/2021,Not reported,All ages,0
New Brunswick,8/7/2021,Not reported,Not reported,0
New Brunswick,8/7/2021,Not reported,Unknown,0
Quebec,8/7/2021,All sexes,0–4,212
Quebec,8/7/2021,All sexes,05–11,78
Quebec,8/7/2021,All sexes,12–17,419749
Quebec,8/7/2021,All sexes,18–29,869996
Quebec,8/7/2021,All sexes,30–39,851474
Quebec,8/7/2021,All sexes,40–49,918875
Quebec,8/7/2021,All sexes,50–59,994219
Quebec,8/7/2021,All sexes,60–69,1075660
Quebec,8/7/2021,All sexes,70–79,746799
Quebec,8/7/2021,All sexes,80+,407762
Quebec,8/7/2021,All sexes,All ages,6284824
Quebec,8/7/2021,All sexes,Not reported,0
Quebec,8/7/2021,All sexes,Unknown,0
Quebec,8/7/2021,f,0–4,95
Quebec,8/7/2021,f,05–11,32
Quebec,8/7/2021,f,12–17,208002
Quebec,8/7/2021,f,18–29,443357
Quebec,8/7/2021,f,30–39,435336
Quebec,8/7/2021,f,40–49,464814
Quebec,8/7/2021,f,50–59,500420
Quebec,8/7/2021,f,60–69,547757
Quebec,8/7/2021,f,70–79,392683
Quebec,8/7/2021,f,80+,246648
Quebec,8/7/2021,f,All ages,3239144
Quebec,8/7/2021,f,Not reported,0
Quebec,8/7/2021,f,Unknown,0
Quebec,8/7/2021,m,0–4,117
Quebec,8/7/2021,m,05–11,46
Quebec,8/7/2021,m,12–17,211531
Quebec,8/7/2021,m,18–29,425614
Quebec,8/7/2021,m,30–39,415605
Quebec,8/7/2021,m,40–49,453689
Quebec,8/7/2021,m,50–59,493507
Quebec,8/7/2021,m,60–69,527640
Quebec,8/7/2021,m,70–79,353949
Quebec,8/7/2021,m,80+,161052
Quebec,8/7/2021,m,All ages,3042750
Quebec,8/7/2021,m,Not reported,0
Quebec,8/7/2021,m,Unknown,0
Quebec,8/7/2021,Other,0–4,0
Quebec,8/7/2021,Other,05–11,0
Quebec,8/7/2021,Other,12–17,0
Quebec,8/7/2021,Other,18–29,0
Quebec,8/7/2021,Other,30–39,0
Quebec,8/7/2021,Other,40–49,0
Quebec,8/7/2021,Other,50–59,0
Quebec,8/7/2021,Other,60–69,0
Quebec,8/7/2021,Other,70–79,0
Quebec,8/7/2021,Other,80+,0
Quebec,8/7/2021,Other,All ages,0
Quebec,8/7/2021,Other,Not reported,0
Quebec,8/7/2021,Other,Unknown,0
Quebec,8/7/2021,Unknown,0–4,0
Quebec,8/7/2021,Unknown,05–11,0
Quebec,8/7/2021,Unknown,12–17,216
Quebec,8/7/2021,Unknown,18–29,1025
Quebec,8/7/2021,Unknown,30–39,533
Quebec,8/7/2021,Unknown,40–49,372
Quebec,8/7/2021,Unknown,50–59,292
Quebec,8/7/2021,Unknown,60–69,263
Quebec,8/7/2021,Unknown,70–79,167
Quebec,8/7/2021,Unknown,80+,62
Quebec,8/7/2021,Unknown,All ages,2930
Quebec,8/7/2021,Unknown,Not reported,0
Quebec,8/7/2021,Unknown,Unknown,0
Quebec,8/7/2021,Not reported,0–4,0
Quebec,8/7/2021,Not reported,05–11,0
Quebec,8/7/2021,Not reported,12–17,0
Quebec,8/7/2021,Not reported,18–29,0
Quebec,8/7/2021,Not reported,30–39,0
Quebec,8/7/2021,Not reported,40–49,0
Quebec,8/7/2021,Not reported,50–59,0
Quebec,8/7/2021,Not reported,60–69,0
Quebec,8/7/2021,Not reported,70–79,0
Quebec,8/7/2021,Not reported,80+,0
Quebec,8/7/2021,Not reported,All ages,0
Quebec,8/7/2021,Not reported,Not reported,0
Quebec,8/7/2021,Not reported,Unknown,0
Ontario,8/7/2021,All sexes,0–4,0
Ontario,8/7/2021,All sexes,05–11,0
Ontario,8/7/2021,All sexes,12–17,720214
Ontario,8/7/2021,All sexes,18–29,1795819
Ontario,8/7/2021,All sexes,30–39,1544477
Ontario,8/7/2021,All sexes,40–49,1497867
Ontario,8/7/2021,All sexes,50–59,1730903
Ontario,8/7/2021,All sexes,60–69,1596313
Ontario,8/7/2021,All sexes,70–79,1058293
Ontario,8/7/2021,All sexes,80+,604419
Ontario,8/7/2021,All sexes,All ages,10553582
