Province,Entry_Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
Newfoundland and Labrador,1/29/2021,408,4,4,0,1,0,0.98,0
Nunavut,1/29/2021,283,0,1,0,0,0,0.353,0
New Brunswick,1/29/2021,1218,16,17,1,4,0,1.396,6.25
Saskatchewan,1/29/2021,23366,328,292,7,218,10,1.25,2.134
Northwest Territories,1/29/2021,31,0,0,0,0,0,0,0
Prince Edward Island,1/29/2021,111,0,0,0,0,0,0,0
British Columbia,1/29/2021,67070,418,1189,5,292,1,1.773,1.196
Nova Scotia,1/29/2021,1577,1,65,0,1,0,4.122,0
Alberta,1/29/2021,123564,388,1631,11,594,3,1.32,2.835
Yukon,1/29/2021,83,0,1,0,0,0,1.205,0
Nova Scotia,1/30/2021,1580,3,65,0,1,0,4.114,0
Manitoba,1/30/2021,29479,161,836,2,275,3,2.836,1.242
Nunavut,1/30/2021,284,1,1,0,0,0,0.352,0
Northwest Territories,1/30/2021,31,0,0,0,0,0,0,0
Yukon,1/30/2021,83,0,1,0,0,0,1.205,0
Newfoundland and Labrador,1/30/2021,408,0,4,0,1,0,0.98,0
Prince Edward Island,1/30/2021,111,0,0,0,0,0,0,0
British Columbia,1/30/2021,67548,478,1189,0,292,0,1.76,0
Nova Scotia,1/31/2021,1580,0,65,0,1,0,4.114,0
Yukon,1/31/2021,83,0,1,0,0,0,1.205,0
Nunavut,1/31/2021,294,10,1,0,0,0,0.34,0
British Columbia,1/31/2021,67843,295,1189,0,292,0,1.753,0
Newfoundland and Labrador,1/31/2021,408,0,4,0,1,0,0.98,0
Northwest Territories,1/31/2021,31,0,0,0,0,0,0,0
New Brunswick,1/31/2021,1255,25,18,0,4,1,1.434,0
Prince Edward Island,1/31/2021,111,0,0,0,0,0,0,0
Northwest Territories,2/1/2021,31,0,0,0,0,0,0,0
Nova Scotia,2/1/2021,1581,1,65,0,1,0,4.111,0
Nunavut,2/1/2021,294,0,1,0,0,0,0.34,0
Yukon,2/1/2021,83,0,1,0,0,0,1.205,0
Ontario,2/1/2021,272057,1259,6468,41,1185,1,2.377,3.257
Quebec,2/1/2021,255466,916,9280,34,1144,8,3.633,3.712
Newfoundland and Labrador,2/1/2021,408,0,4,0,1,0,0.98,0
Prince Edward Island,2/1/2021,113,2,0,0,0,0,0,0
Prince Edward Island,2/2/2021,113,0,0,0,0,0,0,0
Nova Scotia,2/2/2021,1582,1,65,0,1,0,4.109,0
Yukon,2/2/2021,83,0,1,0,0,0,1.205,0
Newfoundland and Labrador,2/2/2021,408,0,4,0,1,0,0.98,0
Northwest Territories,2/2/2021,32,1,0,0,0,0,0,0
Nunavut,2/2/2021,294,0,1,0,0,0,0.34,0
Alberta,2/2/2021,125119,456,1671,11,556,0,1.336,2.412
British Columbia,2/2/2021,68642,402,1218,8,294,5,1.774,1.99
Ontario,2/2/2021,273502,1445,6516,48,1195,10,2.382,3.322
Saskatchewan,2/2/2021,24236,225,314,8,238,36,1.296,3.556
Northwest Territories,2/3/2021,32,0,0,0,0,0,0,0
Newfoundland and Labrador,2/3/2021,410,2,4,0,1,0,0.976,0
Nunavut,2/3/2021,294,0,1,0,0,0,0.34,0
Manitoba,2/3/2021,29885,113,848,3,260,6,2.838,2.655
Yukon,2/3/2021,83,0,1,0,0,0,1.205,0
Prince Edward Island,2/3/2021,113,0,0,0,0,0,0,0
New Brunswick,2/3/2021,1302,14,18,0,5,3,1.382,0
Nova Scotia,2/3/2021,1583,1,65,0,1,0,4.106,0
New Brunswick,2/4/2021,1318,16,18,0,5,0,1.366,0
Nunavut,2/4/2021,296,2,1,0,0,0,0.338,0
Ontario,2/4/2021,276378,1382,6589,39,1104,32,2.384,2.822
Prince Edward Island,2/4/2021,113,0,0,0,0,0,0,0
Yukon,2/4/2021,83,0,1,0,0,0,1.205,0
Northwest Territories,2/4/2021,32,0,0,0,0,0,0,0
Nova Scotia,2/4/2021,1584,1,65,0,1,0,4.104,0
Nunavut,2/5/2021,296,0,1,0,0,0,0.338,0
Newfoundland and Labrador,2/5/2021,412,1,4,0,0,0,0.971,0
Northwest Territories,2/5/2021,32,0,0,0,0,0,0,0
Nova Scotia,2/5/2021,1584,0,65,0,1,0,4.104,0
Manitoba,2/5/2021,30082,101,856,7,115,6,2.846,6.931
Yukon,2/5/2021,83,0,1,0,0,0,1.205,0
Prince Edward Island,2/5/2021,113,0,0,0,0,0,0,0
Saskatchewan,2/5/2021,24946,266,332,3,224,8,1.331,1.128
New Brunswick,2/5/2021,1325,7,18,0,6,1,1.358,0
Nunavut,2/6/2021,299,3,1,0,0,0,0.334,0
British Columbia,2/6/2021,70517,483,1246,0,253,0,1.767,0
Northwest Territories,2/6/2021,32,0,0,0,0,0,0,0
Yukon,2/6/2021,84,1,1,0,0,0,1.19,0
Newfoundland and Labrador,2/6/2021,415,3,4,0,0,0,0.964,0
Prince Edward Island,2/6/2021,113,0,0,0,0,0,0,0
New Brunswick,2/6/2021,1337,12,20,2,8,2,1.496,16.667
Saskatchewan,2/7/2021,25403,194,339,3,211,4,1.334,1.546
Nunavut,2/7/2021,299,0,1,0,0,0,0.334,0
Newfoundland and Labrador,2/7/2021,416,1,4,0,0,0,0.962,0
British Columbia,2/7/2021,70863,346,1246,0,253,0,1.758,0
Nova Scotia,2/7/2021,1585,1,65,0,0,0,4.101,0
Prince Edward Island,2/7/2021,113,0,0,0,0,0,0,0
Yukon,2/7/2021,84,0,1,0,0,0,1.19,0
Northwest Territories,2/7/2021,32,0,0,0,0,0,0,0
Manitoba,2/7/2021,30246,78,862,2,105,4,2.85,2.564
Manitoba,2/8/2021,30296,50,865,3,105,0,2.855,6
Newfoundland and Labrador,2/8/2021,427,11,4,0,0,0,0.937,0
New Brunswick,2/8/2021,1346,2,20,0,7,0,1.486,0
Prince Edward Island,2/8/2021,113,0,0,0,0,0,0,0
Yukon,2/8/2021,84,0,1,0,0,0,1.19,0
Nova Scotia,2/8/2021,1586,1,65,0,0,0,4.098,0
Northwest Territories,2/8/2021,32,0,0,0,0,0,0,0
Quebec,2/8/2021,262776,821,9469,24,969,6,3.603,2.923
Saskatchewan,2/8/2021,25574,171,341,2,214,3,1.333,1.17
Nunavut,2/8/2021,299,0,1,0,0,0,0.334,0
Newfoundland and Labrador,2/9/2021,457,30,4,0,0,0,0.875,0
Prince Edward Island,2/9/2021,114,1,0,0,0,0,0,0
Ontario,2/9/2021,282325,1131,6725,30,986,36,2.382,2.653
Northwest Territories,2/9/2021,33,1,0,0,0,0,0,0
Nunavut,2/9/2021,299,0,1,0,0,0,0.334,0
Yukon,2/9/2021,84,0,1,0,0,0,1.19,0
Nova Scotia,2/9/2021,1587,1,65,0,0,0,4.096,0
British Columbia,2/9/2021,71730,474,1263,4,241,7,1.761,0.844
New Brunswick,2/9/2021,1361,15,21,1,7,0,1.543,6.667
Nunavut,2/10/2021,300,1,1,0,0,0,0.333,0
Yukon,2/10/2021,84,0,1,0,0,0,1.19,0
Newfoundland and Labrador,2/10/2021,510,53,4,0,0,0,0.784,0
Northwest Territories,2/10/2021,34,1,0,0,0,0,0,0
Prince Edward Island,2/10/2021,114,0,0,0,0,0,0,0
Nova Scotia,2/10/2021,1588,1,65,0,0,0,4.093,0
Nunavut,2/11/2021,303,3,1,0,0,0,0.33,0
New Brunswick,2/11/2021,1376,2,22,1,6,0,1.599,50
Yukon,2/11/2021,84,0,1,0,0,0,1.19,0
Northwest Territories,2/11/2021,38,4,0,0,0,0,0,0
Newfoundland and Labrador,2/11/2021,610,100,4,0,0,0,0.656,0
Prince Edward Island,2/11/2021,114,0,0,0,0,0,0,0
Nova Scotia,2/11/2021,1590,2,65,0,0,0,4.088,0
Yukon,2/12/2021,85,1,1,0,0,0,1.176,0
British Columbia,2/12/2021,73060,450,1288,10,226,2,1.763,2.222
Prince Edward Island,2/12/2021,114,0,0,0,0,0,0,0
Newfoundland and Labrador,2/12/2021,660,50,4,0,0,0,0.606,0
Northwest Territories,2/12/2021,38,0,0,0,0,0,0,0
Nunavut,2/12/2021,303,0,1,0,0,0,0.33,0
Nova Scotia,2/12/2021,1590,0,65,0,0,0,4.088,0
New Brunswick,2/12/2021,1381,5,22,0,6,0,1.593,0
Saskatchewan,2/12/2021,26145,188,350,2,182,0,1.339,1.064
Nunavut,2/13/2021,308,5,1,0,0,0,0.325,0
Newfoundland and Labrador,2/13/2021,686,26,4,0,0,0,0.583,0
Yukon,2/13/2021,86,1,1,0,0,0,1.163,0
Prince Edward Island,2/13/2021,114,0,0,0,0,0,0,0
New Brunswick,2/13/2021,1397,16,22,0,7,1,1.575,0
Northwest Territories,2/13/2021,38,0,0,0,0,0,0,0
British Columbia,2/13/2021,73508,448,1288,0,226,0,1.752,0
Nova Scotia,2/13/2021,1592,2,65,0,0,0,4.083,0
Saskatchewan,2/13/2021,26389,244,354,4,187,5,1.341,1.639
British Columbia,2/14/2021,73868,360,1288,0,226,0,1.744,0
Northwest Territories,2/14/2021,38,0,0,0,0,0,0,0
Newfoundland and Labrador,2/14/2021,697,11,4,0,0,0,0.574,0
Nova Scotia,2/14/2021,1593,1,65,0,0,0,4.08,0
Nunavut,2/14/2021,311,3,1,0,0,0,0.322,0
Yukon,2/14/2021,86,0,1,0,0,0,1.163,0
Prince Edward Island,2/14/2021,114,0,0,0,0,0,0,0
Nova Scotia,2/15/2021,1594,1,65,0,0,0,4.078,0
Ontario,2/15/2021,288819,861,6862,18,780,27,2.376,2.091
British Columbia,2/15/2021,74190,322,1288,0,226,0,1.736,0
Prince Edward Island,2/15/2021,114,0,0,0,0,0,0,0
Nunavut,2/15/2021,318,7,1,0,0,0,0.314,0
Alberta,2/15/2021,129208,260,1791,9,356,5,1.386,3.462
Newfoundland and Labrador,2/15/2021,704,7,4,0,1,1,0.568,0
New Brunswick,2/15/2021,1400,1,23,1,6,0,1.643,100
Manitoba,2/15/2021,30844,78,886,1,84,0,2.873,1.282
Saskatchewan,2/15/2021,26693,143,354,0,183,0,1.326,0
Northwest Territories,2/15/2021,38,0,0,0,0,0,0,0
Yukon,2/15/2021,86,0,1,0,0,0,1.163,0
Newfoundland and Labrador,2/16/2021,711,7,4,0,1,0,0.563,0
Prince Edward Island,2/16/2021,114,0,0,0,0,0,0,0
Alberta,2/16/2021,129494,286,1798,7,365,9,1.388,2.448
Nova Scotia,2/16/2021,1597,3,65,0,0,0,4.07,0
Northwest Territories,2/16/2021,38,0,0,0,0,0,0,0
Ontario,2/16/2021,289819,1000,6881,19,782,2,2.374,1.9
Saskatchewan,2/16/2021,26829,136,357,3,184,1,1.331,2.206
British Columbia,2/16/2021,74582,392,1314,26,231,5,1.762,6.633
Manitoba,2/16/2021,30959,115,888,2,86,2,2.868,1.739
Nunavut,2/16/2021,323,5,1,0,0,0,0.31,0
Yukon,2/16/2021,86,0,1,0,0,0,1.163,0
New Brunswick,2/16/2021,1403,3,24,1,6,0,1.711,33.333
Nova Scotia,2/17/2021,1600,3,65,0,0,0,4.062,0
Alberta,2/17/2021,129914,420,1805,7,370,5,1.389,1.667
Nunavut,2/17/2021,324,1,1,0,0,0,0.309,0
Newfoundland and Labrador,2/17/2021,755,44,4,0,1,0,0.53,0
Yukon,2/17/2021,86,0,1,0,0,0,1.163,0
Manitoba,2/17/2021,31037,78,889,1,89,3,2.864,1.282
Northwest Territories,2/17/2021,42,4,0,0,0,0,0,0
Prince Edward Island,2/17/2021,114,0,0,0,0,0,0,0
British Columbia,2/17/2021,75200,618,1317,3,232,1,1.751,0.485
New Brunswick,2/17/2021,1406,3,24,0,6,0,1.707,0
Northwest Territories,2/18/2021,42,0,0,0,0,0,0,0
Nunavut,2/18/2021,330,6,1,0,0,0,0.303,0
Newfoundland and Labrador,2/18/2021,803,48,4,0,2,1,0.498,0
Ontario,2/18/2021,292117,1198,6929,18,763,37,2.372,1.503
Yukon,2/18/2021,86,0,1,0,0,0,1.163,0
Nova Scotia,2/18/2021,1602,2,65,0,0,0,4.057,0
Prince Edward Island,2/18/2021,115,1,0,0,0,0,0,0
Newfoundland and Labrador,2/19/2021,863,60,4,0,2,0,0.463,0
Yukon,2/19/2021,86,0,1,0,0,0,1.163,0
Nova Scotia,2/19/2021,1604,2,65,0,0,0,4.052,0
Nunavut,2/19/2021,332,2,1,0,0,0,0.301,0
Prince Edward Island,2/19/2021,115,0,0,0,0,0,0,0
Northwest Territories,2/19/2021,42,0,0,0,0,0,0,0
New Brunswick,2/19/2021,1416,6,24,0,6,1,1.695,0
Nova Scotia,2/20/2021,1608,4,65,0,0,0,4.042,0
Northwest Territories,2/20/2021,42,0,0,0,0,0,0,0
Ontario,2/20/2021,294487,1149,6962,16,709,14,2.364,1.393
Yukon,2/20/2021,86,0,1,0,0,0,1.163,0
Newfoundland and Labrador,2/20/2021,901,38,4,0,2,0,0.444,0
British Columbia,2/20/2021,76763,492,1327,0,217,0,1.729,0
Prince Edward Island,2/20/2021,115,0,0,0,0,0,0,0
Nunavut,2/20/2021,338,6,1,0,0,0,0.296,0
Yukon,2/21/2021,86,0,1,0,0,0,1.163,0
British Columbia,2/21/2021,77217,454,1327,0,217,0,1.719,0
Nova Scotia,2/21/2021,1609,1,65,0,0,0,4.04,0
Northwest Territories,2/21/2021,42,0,0,0,0,0,0,0
Prince Edward Island,2/21/2021,115,0,0,0,0,0,0,0
Newfoundland and Labrador,2/21/2021,926,25,4,0,3,1,0.432,0
Saskatchewan,2/21/2021,27620,182,372,4,176,5,1.347,2.198
Nunavut,2/21/2021,339,1,1,0,0,0,0.295,0
Alberta,2/22/2021,131501,277,1853,10,324,3,1.409,3.61
British Columbia,2/22/2021,77715,498,1335,8,223,6,1.718,1.606
Saskatchewan,2/22/2021,27797,177,372,0,177,1,1.338,0
Newfoundland and Labrador,2/22/2021,939,13,4,0,5,2,0.426,0
Quebec,2/22/2021,274574,794,9700,11,689,3,3.533,1.385
Manitoba,2/22/2021,31489,104,898,2,78,1,2.852,1.923
Nova Scotia,2/22/2021,1610,1,65,0,0,0,4.037,0
Nunavut,2/22/2021,351,12,1,0,0,0,0.285,0
Prince Edward Island,2/22/2021,115,0,0,0,0,0,0,0
Yukon,2/22/2021,86,0,1,0,0,0,1.163,0
New Brunswick,2/22/2021,1424,1,26,1,2,0,1.826,100
Northwest Territories,2/22/2021,42,0,0,0,0,0,0,0
Ontario,2/22/2021,296381,905,6990,14,709,2,2.358,1.547
Nunavut,2/23/2021,351,0,1,0,0,0,0.285,0
Alberta,2/23/2021,131926,425,1866,13,326,2,1.414,3.059
Prince Edward Island,2/23/2021,115,0,0,0,0,0,0,0
Northwest Territories,2/23/2021,42,0,0,0,0,0,0,0
Newfoundland and Labrador,2/23/2021,954,15,4,0,5,0,0.419,0
Ontario,2/23/2021,297507,1126,7008,18,724,15,2.356,1.599
Nova Scotia,2/23/2021,1613,3,65,0,0,0,4.03,0
New Brunswick,2/23/2021,1424,0,26,0,2,0,1.826,0
Yukon,2/23/2021,86,0,1,0,0,0,1.163,0
Manitoba,2/23/2021,31550,61,899,1,85,7,2.849,1.639
British Columbia,2/23/2021,78235,520,1336,1,238,15,1.708,0.192
New Brunswick,2/24/2021,1426,2,26,0,2,0,1.823,0
Northwest Territories,2/24/2021,42,0,0,0,0,0,0,0
Nova Scotia,2/24/2021,1616,3,65,0,0,0,4.022,0
Prince Edward Island,2/24/2021,117,2,0,0,0,0,0,0
Yukon,2/24/2021,86,0,1,0,0,0,1.163,0
Nunavut,2/24/2021,351,0,1,0,0,0,0.285,0
Newfoundland and Labrador,2/24/2021,962,8,5,1,6,1,0.52,12.5
Ontario,2/25/2021,299938,1242,7034,14,698,15,2.345,1.127
New Brunswick,2/25/2021,1427,1,26,0,2,0,1.822,0
Prince Edward Island,2/25/2021,120,3,0,0,0,0,0,0
Yukon,2/25/2021,86,0,1,0,0,0,1.163,0
Northwest Territories,2/25/2021,42,0,0,0,0,0,0,0
Nunavut,2/25/2021,355,4,1,0,0,0,0.282,0
Newfoundland and Labrador,2/25/2021,972,10,5,0,10,4,0.514,0
Nova Scotia,2/25/2021,1624,8,65,0,0,0,4.002,0
British Columbia,2/26/2021,79851,517,1355,7,232,4,1.697,1.354
Prince Edward Island,2/26/2021,121,1,0,0,0,0,0,0
Northwest Territories,2/26/2021,42,0,0,0,0,0,0,0
Nova Scotia,2/26/2021,1634,10,65,0,0,0,3.978,0
Newfoundland and Labrador,2/26/2021,976,4,5,0,11,1,0.512,0
Nunavut,2/26/2021,356,1,1,0,0,0,0.281,0
Yukon,2/26/2021,86,0,1,0,0,0,1.163,0
Yukon,2/27/2021,86,0,1,0,0,0,1.163,0
British Columbia,2/27/2021,80344,493,1355,0,232,0,1.686,0
Nunavut,2/27/2021,356,0,1,0,0,0,0.281,0
Manitoba,2/27/2021,31803,79,907,2,69,2,2.852,2.532
Ontario,2/27/2021,302168,1117,7056,7,705,23,2.335,0.627
Northwest Territories,2/27/2021,42,0,0,0,0,0,0,0
New Brunswick,2/27/2021,1430,2,26,0,1,0,1.818,0
Prince Edward Island,2/27/2021,127,6,0,0,0,0,0,0
Nova Scotia,2/27/2021,1638,4,65,0,0,0,3.968,0
Prince Edward Island,2/28/2021,132,5,0,0,0,0,0,0
Manitoba,2/28/2021,31855,52,910,3,72,3,2.857,5.769
Nova Scotia,2/28/2021,1641,3,65,0,0,0,3.961,0
Northwest Territories,2/28/2021,42,0,0,0,0,0,0,0
Quebec,2/28/2021,279150,666,9760,9,601,2,3.496,1.351
British Columbia,2/28/2021,80794,450,1355,0,232,0,1.677,0
Nunavut,2/28/2021,357,1,1,0,0,0,0.28,0
New Brunswick,2/28/2021,1430,0,27,1,1,0,1.888,0
Newfoundland and Labrador,2/28/2021,987,7,6,0,10,0,0.608,0
Yukon,2/28/2021,86,0,1,0,0,0,1.163,0
Saskatchewan,2/28/2021,28647,141,385,0,154,3,1.344,0
Prince Edward Island,3/1/2021,132,0,0,0,0,0,0,0
Alberta,3/1/2021,133948,262,1890,2,257,7,1.411,0.763
Nunavut,3/1/2021,358,1,1,0,0,0,0.279,0
New Brunswick,3/1/2021,1431,1,27,0,2,1,1.887,0
Northwest Territories,3/1/2021,42,0,0,0,0,0,0,0
British Columbia,3/1/2021,81251,457,1363,8,236,4,1.678,1.751
Quebec,3/1/2021,279722,572,9766,6,612,11,3.491,1.049
Newfoundland and Labrador,3/1/2021,989,2,6,0,11,1,0.607,0
Ontario,3/1/2021,304087,918,7079,13,682,19,2.328,1.416
Nova Scotia,3/1/2021,1642,1,65,0,0,0,3.959,0
Yukon,3/1/2021,86,0,1,0,0,0,1.163,0
Northwest Territories,3/2/2021,42,0,0,0,0,0,0,0
Nunavut,3/2/2021,359,1,1,0,0,0,0.279,0
Manitoba,3/2/2021,31945,52,913,1,69,1,2.858,1.923
Yukon,3/2/2021,86,0,1,0,0,0,1.163,0
Saskatchewan,3/2/2021,28938,137,387,2,154,3,1.337,1.46
Prince Edward Island,3/2/2021,136,4,0,0,0,0,0,0
New Brunswick,3/2/2021,1435,4,28,1,3,1,1.951,25
Nova Scotia,3/2/2021,1643,1,65,0,2,2,3.956,0
Alberta,3/2/2021,134348,400,1902,12,261,4,1.416,3
British Columbia,3/2/2021,81808,557,1365,2,243,7,1.669,0.359
Quebec,3/2/2021,280248,526,9775,9,628,16,3.488,1.711
British Columbia,3/3/2021,82372,564,1372,7,246,3,1.666,1.241
Newfoundland and Labrador,3/3/2021,997,3,6,0,9,0,0.602,0
Nova Scotia,3/3/2021,1646,3,65,0,2,0,3.949,0
Yukon,3/3/2021,86,0,1,0,0,0,1.163,0
Manitoba,3/3/2021,31997,52,914,1,70,1,2.857,1.923
Northwest Territories,3/3/2021,42,0,0,0,0,0,0,0
New Brunswick,3/3/2021,1438,3,28,0,3,0,1.947,0
Nunavut,3/3/2021,359,0,1,0,0,0,0.279,0
Prince Edward Island,3/3/2021,137,1,0,0,0,0,0,0
Quebec,3/4/2021,281808,736,9797,12,626,8,3.476,1.63
New Brunswick,3/4/2021,1443,5,28,0,3,0,1.94,0
Nunavut,3/4/2021,369,10,1,0,0,0,0.271,0
Northwest Territories,3/4/2021,42,0,0,0,0,0,0,0
Yukon,3/4/2021,86,0,1,0,0,0,1.163,0
Nova Scotia,3/4/2021,1649,3,65,0,3,1,3.942,0
British Columbia,3/4/2021,82998,626,1376,4,248,2,1.658,0.639
Prince Edward Island,3/4/2021,138,1,0,0,0,0,0,0
Northwest Territories,3/5/2021,42,0,0,0,0,0,0,0
New Brunswick,3/5/2021,1447,4,28,0,3,0,1.935,0
British Columbia,3/5/2021,83546,548,1380,4,255,7,1.652,0.73
Prince Edward Island,3/5/2021,139,1,0,0,0,0,0,0
Nunavut,3/5/2021,373,4,1,0,0,0,0.268,0
Yukon,3/5/2021,86,0,1,0,0,0,1.163,0
Saskatchewan,3/6/2021,29593,161,396,3,142,4,1.338,1.863
Prince Edward Island,3/6/2021,139,0,0,0,0,0,0,0
New Brunswick,3/6/2021,1453,6,28,0,3,0,1.927,0
Nunavut,3/6/2021,377,4,1,0,0,0,0.265,0
Alberta,3/6/2021,135730,306,1914,0,247,4,1.41,0
British Columbia,3/6/2021,84102,556,1380,0,255,0,1.641,0
Northwest Territories,3/6/2021,42,0,0,0,0,0,0,0
Yukon,3/6/2021,86,0,1,0,0,0,1.163,0
Newfoundland and Labrador,3/7/2021,1006,1,6,0,3,0,0.596,0
British Columbia,3/7/2021,84501,399,1380,0,255,0,1.633,0
Ontario,3/7/2021,311360,1255,7154,12,625,0,2.298,0.956
Nova Scotia,3/7/2021,1659,2,65,0,1,0,3.918,0
Yukon,3/7/2021,86,0,1,0,0,0,1.163,0
New Brunswick,3/7/2021,1454,1,28,0,3,0,1.926,0
Nunavut,3/7/2021,381,4,1,0,0,0,0.262,0
Alberta,3/7/2021,135980,250,1920,6,247,0,1.412,2.4
Manitoba,3/7/2021,32225,59,919,2,48,2,2.852,3.39
Prince Edward Island,3/7/2021,141,2,0,0,0,0,0,0
Northwest Territories,3/7/2021,42,0,0,0,0,0,0,0
Yukon,3/8/2021,86,0,1,0,0,0,1.163,0
Alberta,3/8/2021,136230,250,1926,6,254,7,1.414,2.4
Newfoundland and Labrador,3/8/2021,1009,3,6,0,3,0,0.595,0
Saskatchewan,3/8/2021,29807,98,399,1,140,4,1.339,1.02
Nova Scotia,3/8/2021,1659,0,65,0,1,0,3.918,0
Manitoba,3/8/2021,32290,65,921,2,54,6,2.852,3.077
New Brunswick,3/8/2021,1460,6,28,0,3,0,1.918,0
Nunavut,3/8/2021,381,0,1,0,0,0,0.262,0
Northwest Territories,3/8/2021,42,0,0,0,0,0,0,0
Prince Edward Island,3/8/2021,143,2,0,0,0,0,0,0
Ontario,3/8/2021,312543,1183,7169,15,662,37,2.294,1.268
Nunavut,3/9/2021,381,0,1,0,0,0,0.262,0
Yukon,3/9/2021,86,0,1,0,0,0,1.163,0
British Columbia,3/9/2021,85526,528,1393,2,249,9,1.629,0.379
Alberta,3/9/2021,136613,383,1928,2,263,9,1.411,0.522
Prince Edward Island,3/9/2021,143,0,0,0,0,0,0,0
New Brunswick,3/9/2021,1460,0,29,1,3,0,1.986,0
Ontario,3/9/2021,313780,1237,7181,12,701,39,2.289,0.97
Manitoba,3/9/2021,32357,67,924,3,55,1,2.856,4.478
Northwest Territories,3/9/2021,42,0,0,0,0,0,0,0
Newfoundland and Labrador,3/9/2021,1010,1,6,0,3,0,0.594,0
Nunavut,3/10/2021,381,0,1,0,0,0,0.262,0
Prince Edward Island,3/10/2021,143,0,0,0,0,0,0,0
Newfoundland and Labrador,3/10/2021,1010,0,6,0,3,0,0.594,0
Nova Scotia,3/10/2021,1665,1,65,0,1,1,3.904,0
Saskatchewan,3/10/2021,30029,111,401,1,139,0,1.335,0.901
Manitoba,3/10/2021,32432,75,925,1,56,1,2.852,1.333
Quebec,3/10/2021,286002,741,9851,8,581,5,3.444,1.08
Yukon,3/10/2021,86,0,1,0,0,0,1.163,0
New Brunswick,3/10/2021,1460,0,29,0,3,0,1.986,0
Northwest Territories,3/10/2021,42,0,0,0,0,0,0,0
Ontario,3/11/2021,316599,1466,7205,13,688,2,2.276,0.887
Nunavut,3/11/2021,381,0,1,0,0,0,0.262,0
Northwest Territories,3/11/2021,42,0,0,0,0,0,0,0
Newfoundland and Labrador,3/11/2021,1011,1,6,0,3,0,0.593,0
British Columbia,3/11/2021,86766,660,1397,3,244,0,1.61,0.455
Yukon,3/11/2021,86,0,1,0,0,0,1.163,0
New Brunswick,3/11/2021,1462,2,29,0,3,0,1.984,0
Alberta,3/11/2021,137465,447,1935,2,259,5,1.408,0.447
Prince Edward Island,3/11/2021,143,0,0,0,0,0,0,0
Nunavut,3/12/2021,381,0,1,0,0,0,0.262,0
Prince Edward Island,3/12/2021,143,0,0,0,0,0,0,0
Nova Scotia,3/12/2021,1665,0,65,0,1,1,3.904,0
Northwest Territories,3/12/2021,42,0,0,0,0,0,0,0
Yukon,3/12/2021,86,0,1,0,0,0,1.163,0
Manitoba,3/12/2021,32620,101,926,0,54,0,2.839,0
Newfoundland and Labrador,3/12/2021,1012,1,6,0,3,0,0.593,0
British Columbia,3/12/2021,87316,550,1397,0,255,11,1.6,0
Prince Edward Island,3/13/2021,143,0,0,0,0,0,0,0
Quebec,3/13/2021,288450,813,9874,2,551,1,3.423,0.246
Newfoundland and Labrador,3/13/2021,1012,0,6,0,3,0,0.593,0
Manitoba,3/13/2021,32708,88,928,2,56,2,2.837,2.273
British Columbia,3/13/2021,87841,525,1397,0,255,0,1.59,0
New Brunswick,3/13/2021,1465,0,30,0,1,0,2.048,0
Yukon,3/13/2021,86,0,1,0,0,0,1.163,0
Nova Scotia,3/13/2021,1669,4,65,0,1,0,3.895,0
Saskatchewan,3/13/2021,30522,153,405,1,133,4,1.327,0.654
Northwest Territories,3/13/2021,42,0,0,0,0,0,0,0
Nunavut,3/13/2021,383,2,1,0,0,0,0.261,0
Ontario,3/13/2021,319600,1400,7227,10,698,17,2.261,0.714
British Columbia,3/14/2021,88324,483,1397,0,255,0,1.582,0
Newfoundland and Labrador,3/14/2021,1012,0,6,0,3,0,0.593,0
Nunavut,3/14/2021,383,0,1,0,0,0,0.261,0
Northwest Territories,3/14/2021,42,0,0,0,0,0,0,0
Nova Scotia,3/14/2021,1670,1,65,0,1,0,3.892,0
Prince Edward Island,3/14/2021,143,0,0,0,0,0,0,0
New Brunswick,3/14/2021,1470,5,30,0,1,0,2.041,0
Yukon,3/14/2021,87,1,1,0,0,0,1.149,0
Saskatchewan,3/15/2021,30727,107,407,0,137,6,1.325,0
Northwest Territories,3/15/2021,42,0,0,0,0,0,0,0
New Brunswick,3/15/2021,1471,1,30,0,1,0,2.039,0
British Columbia,3/15/2021,88806,482,1407,10,269,14,1.584,2.075
Quebec,3/15/2021,289659,571,9891,8,553,6,3.415,1.401
Prince Edward Island,3/15/2021,143,0,0,0,0,0,0,0
Manitoba,3/15/2021,32807,60,931,2,56,1,2.838,3.333
Yukon,3/15/2021,87,0,1,0,0,0,1.149,0
Alberta,3/15/2021,138978,349,1952,3,255,7,1.405,0.86
Newfoundland and Labrador,3/15/2021,1012,0,6,0,3,0,0.593,0
Nunavut,3/15/2021,383,0,1,0,0,0,0.261,0
Ontario,3/15/2021,322041,1204,7244,10,728,53,2.249,0.831
Prince Edward Island,3/16/2021,144,1,0,0,0,0,0,0
Northwest Territories,3/16/2021,42,0,0,0,0,0,0,0
New Brunswick,3/16/2021,1476,5,30,0,1,0,2.033,0
Manitoba,3/16/2021,32928,121,931,0,58,2,2.827,0
Yukon,3/16/2021,87,0,1,0,0,0,1.149,0
Nunavut,3/16/2021,383,0,1,0,0,0,0.261,0
